City;Couleur;Forme;State;Time;Date;Heure
San Diego;;CIRCLE;CA;8/26/2000 21:50;26/8/2000;21:50
San Diego;RED;FIREBALL;CA;8/26/2000 22:00;26/8/2000;22:00
Trout Creek Recreation;;LIGHT;OR;8/26/2000 22:00;26/8/2000;22:00
Fairfield;RED YELLOW;LIGHT;CA;8/26/2000 23:30;26/8/2000;23:30
Goverment Camp;ORANGE;LIGHT;OR;8/26/2000 23:30;26/8/2000;23:30
Middletown;YELLOW;OTHER;CA;8/27/2000 17:00;27/8/2000;17:00
Carbondale;;LIGHT;IL;8/27/2000 20:45;27/8/2000;20:45
Eugene;;VARIOUS;OR;8/27/2000 23:00;27/8/2000;23:00
Lenexa;ORANGE;LIGHT;KS;8/28/2000 22:15;28/8/2000;22:15
Claremore;;VARIOUS;OK;8/29/2000 20:00;29/8/2000;20:00
Streetsboro;;LIGHT;OH;8/29/2000 23:31;29/8/2000;23:31
Everett;YELLOW;LIGHT;WA;8/30/2000 1:30;30/8/2000;1:30
Troy;;LIGHT;OH;8/30/2000 21:10;30/8/2000;21:10
Columbia Heights;RED;OTHER;MN;8/31/2000 20:43;31/8/2000;20:43
Bouse;;LIGHT;AZ;8/31/2000 21:15;31/8/2000;21:15
Aquebogue;;LIGHT;NY;8/31/2000 21:30;31/8/2000;21:30
Madisonville;;DISK;KY;8/31/2000 22:00;31/8/2000;22:00
Channing;;VARIOUS;TX;9/1/2000 2:00;1/9/2000;2:00
Cameron Park;;EGG;CA;9/1/2000 2:30;1/9/2000;2:30
Pottsboro;;OTHER;TX;9/1/2000 8:00;1/9/2000;8:00
Albuquerque;;DIAMOND;NM;9/1/2000 17:00;1/9/2000;17:00
Union;;OTHER;MO;9/1/2000 18:00;1/9/2000;18:00
Attleboro;;CIRCLE;MA;9/1/2000 20:45;1/9/2000;20:45
Post;BLUE;LIGHT;TX;9/1/2000 21:00;1/9/2000;21:00
Joshua;;TRIANGLE;TX;9/1/2000 21:30;1/9/2000;21:30
Oakland;;CYLINDER;CA;9/1/2000 21:35;1/9/2000;21:35
Pipestone;;TRIANGLE;MN;9/1/2000 22:00;1/9/2000;22:00
Sedona;;FIREBALL;AZ;9/1/2000 22:00;1/9/2000;22:00
South Bend;;TRIANGLE;IN;9/1/2000 22:00;1/9/2000;22:00
Tempe;;FLASH;AZ;9/1/2000 22:00;1/9/2000;22:00
South County;;OTHER;RI;9/1/2000 22:35;1/9/2000;22:35
Orchard Park;;OTHER;NY;9/1/2000 23:12;1/9/2000;23:12
Indiana;;VARIOUS;IN;9/2/2000 1:00;2/9/2000;1:00
La Jolla;;DISK;CA;9/2/2000 3:25;2/9/2000;3:25
Seattle;BLUE;CIGAR;WA;9/2/2000 4:00;2/9/2000;4:00
Tempe;;CIRCLE;AZ;9/2/2000 4:14;2/9/2000;4:14
Hebron;;LIGHT;OH;9/2/2000 14:00;2/9/2000;14:00
Seattle;;OTHER;WA;9/2/2000 21:00;2/9/2000;21:00
Orem;;OTHER;UT;9/2/2000 21:30;2/9/2000;21:30
Miami;;DISK;OK;9/2/2000 22:20;2/9/2000;22:20
Hooper;;DISK;CO;9/3/2000 1:30;3/9/2000;1:30
Erie;;FIREBALL;PA;9/3/2000 2:15;3/9/2000;2:15
Chandler;YELLOW GREEN BLUE;OTHER;AZ;9/3/2000 11:00;3/9/2000;11:00
West Covina;;VARIOUS;CA;9/3/2000 19:00;3/9/2000;19:00
Westlake Village;RED GREEN BLUE;LIGHT;CA;9/4/2000 3:45;4/9/2000;3:45
Hanson;;LIGHT;MA;9/5/2000 21:00;5/9/2000;21:00
Redding;RED;TRIANGLE;CA;9/5/2000 21:25;5/9/2000;21:25
Linthicum Heights;;LIGHT;MD;9/5/2000 21:37;5/9/2000;21:37
West Leipsic;;LIGHT;OH;9/6/2000 2:40;6/9/2000;2:40
Hampton Beach;;CIRCLE;NH;9/6/2000 15:00;6/9/2000;15:00
Tacoma;;FIREBALL;WA;9/6/2000 19:15;6/9/2000;19:15
Williamsville;;LIGHT;NY;9/6/2000 22:00;6/9/2000;22:00
Peebles;;FIREBALL;OH;9/6/2000 22:32;6/9/2000;22:32
Laguna Hills;;LIGHT;CA;9/6/2000 22:55;6/9/2000;22:55
Yuma;;CIRCLE;AZ;9/7/2000 1:30;7/9/2000;1:30
Glendale;;TRIANGLE;AZ;9/7/2000 20:00;7/9/2000;20:00
Syracuse;;TRIANGLE;NY;9/7/2000 20:30;7/9/2000;20:30
Benton;;LIGHT;KY;9/7/2000 21:20;7/9/2000;21:20
Longmont;;FIREBALL;CO;9/7/2000 23:42;7/9/2000;23:42
Greesnboro;;VARIOUS;NC;9/8/2000 3:25;8/9/2000;3:25
Houston;;CYLINDER;TX;9/8/2000 6:15;8/9/2000;6:15
New York City;;RECTANGLE;NY;9/8/2000 12:30;8/9/2000;12:30
Fall River;;SPHERE;MA;9/8/2000 14:00;8/9/2000;14:00
Walla Walla;;CIGAR;WA;9/8/2000 15:30;8/9/2000;15:30
George West;;FLASH;TX;9/8/2000 20:30;8/9/2000;20:30
Reading;;FLASH;PA;9/9/2000 2:30;9/9/2000;2:30
Mechanicsburg;BLUE;FIREBALL;PA;9/9/2000 3:00;9/9/2000;3:00
Coatesville;;LIGHT;PA;9/9/2000 3:30;9/9/2000;3:30
Gardiner;;LIGHT;MT;9/9/2000 3:30;9/9/2000;3:30
Mount Laurel;;FIREBALL;NJ;9/9/2000 3:30;9/9/2000;3:30
Philadelphia;;VARIOUS;PA;9/9/2000 3:30;9/9/2000;3:30
Alamogordo;;DISK;NM;9/9/2000 20:30;9/9/2000;20:30
Hermitage;;TRIANGLE;PA;9/9/2000 21:30;9/9/2000;21:30
White Oak;;FIREBALL;MS;9/9/2000 21:30;9/9/2000;21:30
Johannesburg;ORANGE;FIREBALL;MI;9/9/2000 22:15;9/9/2000;22:15
Dahlonega;;VARIOUS;GA;9/9/2000 22:30;9/9/2000;22:30
Roswell;;VARIOUS;NM;9/10/2000 1:11;10/9/2000;1:11
Great Sand Dunes National Monument;;CIRCLE;CO;9/10/2000 14:45;10/9/2000;14:45
Geneva;;LIGHT;NE;9/10/2000 18:30;10/9/2000;18:30
Chicago;;OTHER;IL;9/10/2000 19:10;10/9/2000;19:10
Edmond;;LIGHT;OK;9/10/2000 20:30;10/9/2000;20:30
Denver;;TRIANGLE;CO;9/10/2000 21:00;10/9/2000;21:00
Hermantown;;TRIANGLE;MN;9/10/2000 21:10;10/9/2000;21:10
Patuxent River;;LIGHT;MD;9/10/2000 22:00;10/9/2000;22:00
Eldorado;;EGG;AR;9/10/2000 23:00;10/9/2000;23:00
Peoria;;FORMATION;IL;9/11/2000 0:30;11/9/2000;0:30
Charleston;;TRIANGLE;MO;9/11/2000 1:17;11/9/2000;1:17
Ashland;;OTHER;KY;9/11/2000 20:15;11/9/2000;20:15
Colorado Springs;;OTHER;CO;9/11/2000 21:00;11/9/2000;21:00
Indianapolis;;SPHERE;IN;9/11/2000 23:17;11/9/2000;23:17
Jasper;;CIRCLE;FL;9/12/2000 1:55;12/9/2000;1:55
Catawissa;;VARIOUS;PA;9/12/2000 2:30;12/9/2000;2:30
Gold Bar;;TRIANGLE;WA;9/12/2000 7:50;12/9/2000;7:50
Walnut;;SPHERE;CA;9/12/2000 14:30;12/9/2000;14:30
Lordsburg;;VARIOUS;NM;9/12/2000 17:00;12/9/2000;17:00
San Antonio;;OTHER;TX;9/12/2000 19:30;12/9/2000;19:30
Raymore;;LIGHT;MO;9/12/2000 23:30;12/9/2000;23:30
Bozeman;;OTHER;MT;9/13/2000 0:04;13/9/2000;0:04
Leesburg;;RECTANGLE;VA;9/13/2000 5:55;13/9/2000;5:55
Toledo;;SPHERE;OH;9/13/2000 13:00;13/9/2000;13:00
Everett;;FORMATION;WA;9/13/2000 17:00;13/9/2000;17:00
Hagerstown to Sidling hill cut;;LIGHT;MD;9/13/2000 19:00;13/9/2000;19:00
Florissant;;FLASH;CO;9/13/2000 19:30;13/9/2000;19:30
Sikeston;;CIGAR;MO;9/13/2000 20:10;13/9/2000;20:10
Dayton;;TRIANGLE;OH;9/13/2000 21:00;13/9/2000;21:00
Williamsville;RED GREEN;LIGHT;NY;9/13/2000 21:00;13/9/2000;21:00
Minden;;OVAL;NE;9/13/2000 22:00;13/9/2000;22:00
Goshen;;VARIOUS;VT;9/14/2000 1:30;14/9/2000;1:30
Augusta;;CONE;GA;9/14/2000 2:00;14/9/2000;2:00
Houston;;CYLINDER;TX;9/14/2000 7:51;14/9/2000;7:51
Vancouver;;EGG;WA;9/14/2000 8:10;14/9/2000;8:10
Santa Monica;;DIAMOND;CA;9/14/2000 19:30;14/9/2000;19:30
Steens Mountains;RED;VARIOUS;OR;9/14/2000 20:00;14/9/2000;20:00
Homewood;;EGG;AL;9/14/2000 21:00;14/9/2000;21:00
Portland;;TRIANGLE;OR;9/14/2000 21:00;14/9/2000;21:00
Des Moines;;LIGHT;IA;9/14/2000 21:15;14/9/2000;21:15
Toledo;;TRIANGLE;OH;9/15/2000 0:00;15/9/2000;0:00
Greensville;;DISK;MS;9/15/2000 1:30;15/9/2000;1:30
Lakewood;;DISK;NJ;9/15/2000 1:30;15/9/2000;1:30
Duncan;BLUE;OTHER;OK;9/15/2000 2:00;15/9/2000;2:00
Harrington;;RECTANGLE;WA;9/15/2000 2:30;15/9/2000;2:30
Merritt Island;RED;TRIANGLE;FL;9/15/2000 6:15;15/9/2000;6:15
Tupelo;;DISK;MS;9/15/2000 8:00;15/9/2000;8:00
Eugene;;OTHER;OR;9/15/2000 14:00;15/9/2000;14:00
Stuart;;EGG;FL;9/15/2000 15:00;15/9/2000;15:00
Belfield;;DISK;ND;9/15/2000 19:00;15/9/2000;19:00
Glenwood;;TRIANGLE;IL;9/15/2000 19:00;15/9/2000;19:00
Granite Falls;;VARIOUS;WA;9/15/2000 19:00;15/9/2000;19:00
Studio City;;LIGHT;CA;9/15/2000 19:00;15/9/2000;19:00
Canton;;DISK;MI;9/15/2000 19:06;15/9/2000;19:06
Wister;;TRIANGLE;OK;9/15/2000 19:45;15/9/2000;19:45
Niota;;FLASH;IL;9/15/2000 20:00;15/9/2000;20:00
Berkeley;ORANGE;DISK;CA;9/15/2000 20:19;15/9/2000;20:19
Plant City;;OVAL;FL;9/15/2000 20:30;15/9/2000;20:30
Ruidsoso;;LIGHT;NM;9/15/2000 20:37;15/9/2000;20:37
Ozark;;LIGHT;AL;9/15/2000 21:00;15/9/2000;21:00
Laurel;;CIRCLE;MD;9/15/2000 21:13;15/9/2000;21:13
East Springfield;;LIGHT;PA;9/15/2000 21:30;15/9/2000;21:30
Pinos Altos;ORANGE;CIRCLE;NM;9/15/2000 22:00;15/9/2000;22:00
Idaho Falls;;CHEVRON;ID;9/15/2000 22:45;15/9/2000;22:45
Vancouver;;LIGHT;WA;9/15/2000 22:50;15/9/2000;22:50
Selden;;CIRCLE;NY;9/16/2000 0:45;16/9/2000;0:45
Portland;;VARIOUS;ME;9/16/2000 1:00;16/9/2000;1:00
Martinsburg;;TRIANGLE;WV;9/16/2000 7:12;16/9/2000;7:12
New York City;;FORMATION;NY;9/16/2000 15:30;16/9/2000;15:30
San Francisco;;SPHERE;CA;9/16/2000 17:30;16/9/2000;17:30
Fort Wayne;;CIGAR;IN;9/16/2000 17:54;16/9/2000;17:54
Wilmington;;TRIANGLE;DE;9/16/2000 19:00;16/9/2000;19:00
Laughlin;;FORMATION;NV;9/16/2000 22:00;16/9/2000;22:00
Owensboro;RED;CIRCLE;KY;9/16/2000 23:30;16/9/2000;23:30
Cleveland;;CIGAR;OH;9/17/2000 16:00;17/9/2000;16:00
San Francisco;YELLOW;CHEVRON;CA;9/17/2000 16:00;17/9/2000;16:00
San Francisco;;LIGHT;CA;9/17/2000 16:00;17/9/2000;16:00
San Francisco;;LIGHT;CA;9/17/2000 16:30;17/9/2000;16:30
Kennewick;;CHEVRON;WA;9/17/2000 20:20;17/9/2000;20:20
Opelousas;;CHEVRON;LA;9/17/2000 20:55;17/9/2000;20:55
Mountain View;;FIREBALL;CA;9/17/2000 21:40;17/9/2000;21:40
Allentown;;DISK;PA;9/18/2000 8:00;18/9/2000;8:00
San Diego;;OVAL;CA;9/18/2000 18:30;18/9/2000;18:30
Cullman;;LIGHT;AL;9/18/2000 19:00;18/9/2000;19:00
St. James City;;VARIOUS;FL;9/18/2000 20:00;18/9/2000;20:00
Pueblo;YELLOW;SPHERE;CO;9/18/2000 21:00;18/9/2000;21:00
Redding;;FLASH;CA;9/18/2000 21:10;18/9/2000;21:10
San Saba;;LIGHT;TX;9/18/2000 22:00;18/9/2000;22:00
Westville;;LIGHT;OK;9/18/2000 23:00;18/9/2000;23:00
San Diego;;OVAL;CA;9/18/2000 23:30;18/9/2000;23:30
Dodge City;YELLOW;SPHERE;KS;9/19/2000 3:00;19/9/2000;3:00
Fairfield;;FIREBALL;CA;9/19/2000 4:20;19/9/2000;4:20
Sherman Oaks;;OTHER;CA;9/19/2000 9:30;19/9/2000;9:30
Houston;;SPHERE;TX;9/19/2000 11:50;19/9/2000;11:50
Buckley;;TRIANGLE;WA;9/19/2000 12:00;19/9/2000;12:00
Girard;;CIRCLE;OH;9/19/2000 12:15;19/9/2000;12:15
Pueblo;;TRIANGLE;CO;9/19/2000 19:00;19/9/2000;19:00
Radcliff;;LIGHT;KY;9/19/2000 19:30;19/9/2000;19:30
Conneaut;;LIGHT;OH;9/19/2000 20:05;19/9/2000;20:05
Ravenna;;FORMATION;OH;9/19/2000 20:30;19/9/2000;20:30
Duluth;;LIGHT;GA;9/19/2000 21:05;19/9/2000;21:05
Madera;;LIGHT;CA;9/19/2000 21:05;19/9/2000;21:05
Camas;;FIREBALL;WA;9/19/2000 21:30;19/9/2000;21:30
Chandler;;FLASH;AZ;9/19/2000 23:00;19/9/2000;23:00
Scottsdale;;FLASH;AZ;9/19/2000 23:00;19/9/2000;23:00
El Dorado Hills;;CIRCLE;CA;9/20/2000 4:15;20/9/2000;4:15
Kirkland;;OTHER;WA;9/20/2000 17:28;20/9/2000;17:28
North Bergen;;TRIANGLE;NJ;9/20/2000 18:00;20/9/2000;18:00
Phoenix;;TRIANGLE;AZ;9/20/2000 21:00;20/9/2000;21:00
Maybrook;;OTHER;NY;9/20/2000 22:30;20/9/2000;22:30
Marshall;;TRIANGLE;MN;9/20/2000 22:57;20/9/2000;22:57
Dent;RED GREEN;LIGHT;MN;9/21/2000 4:00;21/9/2000;4:00
Columbiana;BLUE;VARIOUS;OH;9/21/2000 6:50;21/9/2000;6:50
Columbiana;BLUE;CIRCLE;OH;9/21/2000 10:50;21/9/2000;10:50
Portland;ORANGE;CIRCLE;TN;9/21/2000 13:30;21/9/2000;13:30
Chatfield;;OVAL;TX;9/21/2000 19:25;21/9/2000;19:25
Chatfield;;DISK;TX;9/21/2000 19:30;21/9/2000;19:30
Cushing;;FIREBALL;TX;9/21/2000 21:00;21/9/2000;21:00
Glenn Ellyn;;OVAL;IL;9/21/2000 21:25;21/9/2000;21:25
San Jose;;OVAL;CA;9/21/2000 23:00;21/9/2000;23:00
Defiance;;OTHER;OH;9/22/2000 0:30;22/9/2000;0:30
Stanton;;DISK;MI;9/22/2000 7:38;22/9/2000;7:38
Louisville;;TEARDROP;KY;9/22/2000 7:50;22/9/2000;7:50
Yucca Valley;;CYLINDER;CA;9/22/2000 11:00;22/9/2000;11:00
Cinnaminson;RED;FIREBALL;NJ;9/22/2000 15:00;22/9/2000;15:00
Camp Springs;;CIRCLE;MD;9/22/2000 15:15;22/9/2000;15:15
Flagstaff;;OTHER;AZ;9/22/2000 19:41;22/9/2000;19:41
Tacoma;;DISK;WA;9/22/2000 22:49;22/9/2000;22:49
White City;;CIRCLE;OR;9/22/2000 23:00;22/9/2000;23:00
Bradenton;;EGG;FL;9/22/2000 23:30;22/9/2000;23:30
Simsbury;;CHEVRON;CT;9/22/2000 23:59;22/9/2000;23:59
Glendale;;TRIANGLE;AZ;9/23/2000 0:30;23/9/2000;0:30
Fremont;;TRIANGLE;CA;9/23/2000 5:00;23/9/2000;5:00
Auburn;;LIGHT;WA;9/23/2000 19:30;23/9/2000;19:30
Rosemount;;TRIANGLE;MN;9/23/2000 20:25;23/9/2000;20:25
Sandy;;TRIANGLE;UT;9/23/2000 20:53;23/9/2000;20:53
Camp Verde;;VARIOUS;AZ;9/24/2000 6:15;24/9/2000;6:15
Saint Paul;;DISK;MN;9/24/2000 9:00;24/9/2000;9:00
Victor;;CYLINDER;CO;9/24/2000 20:15;24/9/2000;20:15
Everett;;LIGHT;WA;9/24/2000 20:40;24/9/2000;20:40
West Palm Beach;;LIGHT;FL;9/24/2000 23:12;24/9/2000;23:12
Ames;;FLASH;IA;9/24/2000 23:25;24/9/2000;23:25
Bridgewater;;OTHER;NJ;9/24/2000 23:45;24/9/2000;23:45
Palatine;;CIRCLE;IL;9/25/2000 17:00;25/9/2000;17:00
Glendale;;OVAL;CA;9/25/2000 17:30;25/9/2000;17:30
Albuquerque;;LIGHT;NM;9/25/2000 19:30;25/9/2000;19:30
Fairfield;;CIRCLE;CA;9/25/2000 19:30;25/9/2000;19:30
Maunaloa;RED;CHEVRON;HI;9/25/2000 20:12;25/9/2000;20:12
Shoreline;;TRIANGLE;WA;9/25/2000 20:15;25/9/2000;20:15
The Woodlands;;CHEVRON;TX;9/26/2000 3:30;26/9/2000;3:30
Jordan;BLUE;CIGAR;MN;9/26/2000 13:00;26/9/2000;13:00
Capistrano Beach;BLUE;FIREBALL;CA;9/26/2000 20:00;26/9/2000;20:00
Palm Springs;GREEN;FIREBALL;CA;9/26/2000 20:13;26/9/2000;20:13
Mission Viejo;;FIREBALL;CA;9/26/2000 20:15;26/9/2000;20:15
Tucson;GREEN;FIREBALL;AZ;9/26/2000 20:30;26/9/2000;20:30
Edmonds;;FLASH;WA;9/26/2000 21:00;26/9/2000;21:00
Kerrywood;;FLASH;ID;9/26/2000 21:30;26/9/2000;21:30
Ankeny;;TRIANGLE;IA;9/26/2000 22:10;26/9/2000;22:10
Taunton;RED;DISK;MA;9/27/2000 0:15;27/9/2000;0:15
Gerrardstown;;DISK;WV;9/27/2000 1:24;27/9/2000;1:24
Babylon;;CIRCLE;NY;9/27/2000 3:00;27/9/2000;3:00
Bel Marin Keys;;LIGHT;CA;9/27/2000 5:30;27/9/2000;5:30
Apache Junction;;OTHER;AZ;9/27/2000 12:34;27/9/2000;12:34
Highlands Ranch;RED ORANGE BLUE;TRIANGLE;CO;9/27/2000 19:30;27/9/2000;19:30
Greenbrier;;CIRCLE;AR;9/27/2000 20:00;27/9/2000;20:00
Rapid City;;LIGHT;SD;9/27/2000 20:35;27/9/2000;20:35
Challis;;TRIANGLE;ID;9/27/2000 21:45;27/9/2000;21:45
Vermilion;GREEN;DISK;OH;9/28/2000 1:00;28/9/2000;1:00
West Manchester;;OTHER;OH;9/28/2000 14:00;28/9/2000;14:00
Layton;RED BLUE;TRIANGLE;UT;9/28/2000 20:00;28/9/2000;20:00
Morristown;;TRIANGLE;TN;9/28/2000 20:30;28/9/2000;20:30
Oshkosh;ORANGE;DISK;WI;9/28/2000 21:00;28/9/2000;21:00
Collinsville;;FIREBALL;IL;9/28/2000 21:10;28/9/2000;21:10
Glasgow;RED;OTHER;KY;9/28/2000 21:13;28/9/2000;21:13
Crofton;RED;CIRCLE;KY;9/28/2000 21:15;28/9/2000;21:15
Napa;;SPHERE;CA;9/29/2000 1:20;29/9/2000;1:20
Bethlehem;;OTHER;PA;9/29/2000 5:20;29/9/2000;5:20
Wichita;;LIGHT;KS;9/29/2000 5:35;29/9/2000;5:35
Chandler;;FIREBALL;AZ;9/29/2000 19:40;29/9/2000;19:40
North Texas;;FIREBALL;TX;9/30/2000 2:00;30/9/2000;2:00
Canoga Park;;SPHERE;CA;9/30/2000 18:24;30/9/2000;18:24
Globe;;CIRCLE;AZ;9/30/2000 20:00;30/9/2000;20:00
Globe;GREEN;CIRCLE;AZ;9/30/2000 20:00;30/9/2000;20:00
Lamoine;GREEN;TRIANGLE;ME;9/30/2000 20:00;30/9/2000;20:00
Memphis;;LIGHT;TN;9/30/2000 20:00;30/9/2000;20:00
Phoenix;BLUE;OTHER;AZ;9/30/2000 20:00;30/9/2000;20:00
Scottsdale;BLUE;FIREBALL;AZ;9/30/2000 20:00;30/9/2000;20:00
San Fernando Valley;;CIRCLE;CA;9/30/2000 21:30;30/9/2000;21:30
Los Angeles;RED ORANGE;FORMATION;CA;9/30/2000 21:45;30/9/2000;21:45
North Hollywood;RED;VARIOUS;CA;9/30/2000 21:45;30/9/2000;21:45
San Fernando Valley;RED;LIGHT;CA;9/30/2000 21:47;30/9/2000;21:47
Arleta;RED;LIGHT;CA;9/30/2000 22:00;30/9/2000;22:00
Las Vegas;;SPHERE;NV;9/30/2000 22:25;30/9/2000;22:25
San Fernando Valley;;FORMATION;CA;9/30/2000 22:30;30/9/2000;22:30
Los Angeles;;TRIANGLE;CA;9/30/2000 23:00;30/9/2000;23:00
San Antonio;RED BLUE;VARIOUS;TX;9/30/2000 23:30;30/9/2000;23:30
Vaughn;;FORMATION;WA;10/1/2000 1:00;1/10/2000;1:00
Sturgis;;DISK;MI;10/1/2000 1:30;1/10/2000;1:30
Madera;;LIGHT;CA;10/1/2000 14:00;1/10/2000;14:00
Stockton;;SPHERE;CA;10/1/2000 18:00;1/10/2000;18:00
Chandler;;CIGAR;AZ;10/1/2000 19:40;1/10/2000;19:40
Belmont;;VARIOUS;CA;10/1/2000 20:00;1/10/2000;20:00
Prineville;;VARIOUS;OR;10/1/2000 20:00;1/10/2000;20:00
Wheaton;;TRIANGLE;MD;10/1/2000 20:00;1/10/2000;20:00
Albuquerque;;TRIANGLE;NM;10/1/2000 20:45;1/10/2000;20:45
Orange Park;;OTHER;FL;10/1/2000 21:00;1/10/2000;21:00
Colorado Springs;;LIGHT;CO;10/1/2000 21:30;1/10/2000;21:30
Maryville;;LIGHT;MO;10/1/2000 21:30;1/10/2000;21:30
Jackson;;TRIANGLE;TN;10/1/2000 22:00;1/10/2000;22:00
Jones Beach;RED BLUE;DIAMOND;NY;10/1/2000 23:15;1/10/2000;23:15
San Antonio;;LIGHT;TX;10/2/2000 0:00;2/10/2000;0:00
Sterling;;OVAL;MI;10/2/2000 0:00;2/10/2000;0:00
Sterling Heights;ORANGE;OVAL;MI;10/2/2000 9:54;2/10/2000;9:54
Crossville;RED;CIRCLE;TN;10/2/2000 17:00;2/10/2000;17:00
Fairbanks;;VARIOUS;AK;10/2/2000 23:00;2/10/2000;23:00
St. Petersburg;;DISK;FL;10/3/2000 2:15;3/10/2000;2:15
Los Angeles;;VARIOUS;CA;10/3/2000 4:30;3/10/2000;4:30
Buckley;;TRIANGLE;WA;10/3/2000 12:15;3/10/2000;12:15
Hayward;;VARIOUS;CA;10/3/2000 19:15;3/10/2000;19:15
Fargo;;TRIANGLE;ND;10/4/2000 1:57;4/10/2000;1:57
Charlotte;;OVAL;NC;10/4/2000 14:33;4/10/2000;14:33
Niles;;TRIANGLE;MI;10/4/2000 17:00;4/10/2000;17:00
Severn;ORANGE;DISK;MD;10/4/2000 18:10;4/10/2000;18:10
Janesville;;DIAMOND;WI;10/4/2000 18:25;4/10/2000;18:25
Caldwell;;LIGHT;ID;10/4/2000 20:30;4/10/2000;20:30
Kalama;;VARIOUS;WA;10/4/2000 22:00;4/10/2000;22:00
Cleburne;;OTHER;TX;10/4/2000 22:25;4/10/2000;22:25
New Brighton;;DISK;MN;10/4/2000 22:45;4/10/2000;22:45
Richwood;;FIREBALL;TX;10/4/2000 22:47;4/10/2000;22:47
Show Low;;CIRCLE;AZ;10/5/2000 0:00;5/10/2000;0:00
Snohomish;GREEN;OTHER;WA;10/5/2000 0:05;5/10/2000;0:05
Colorado Springs;;TRIANGLE;CO;10/5/2000 2:00;5/10/2000;2:00
Phoenix;;LIGHT;AZ;10/5/2000 4:30;5/10/2000;4:30
Pima;;OTHER;AZ;10/5/2000 5:50;5/10/2000;5:50
Jerome;;VARIOUS;AZ;10/5/2000 6:05;5/10/2000;6:05
Kennewick;;VARIOUS;WA;10/5/2000 19:45;5/10/2000;19:45
Daphne;;CIRCLE;AL;10/5/2000 21:05;5/10/2000;21:05
Topsfield;GREEN;FIREBALL;MA;10/5/2000 22:00;5/10/2000;22:00
Montara;;LIGHT;CA;10/5/2000 23:15;5/10/2000;23:15
Seattle;;SPHERE;WA;10/6/2000 10:50;6/10/2000;10:50
Springfield;;TRIANGLE;MO;10/6/2000 13:45;6/10/2000;13:45
Rohnert Park;;CONE;CA;10/6/2000 16:45;6/10/2000;16:45
Las Vegas;RED YELLOW;OTHER;NV;10/6/2000 20:25;6/10/2000;20:25
Mesa;;DISK;AZ;10/6/2000 22:30;6/10/2000;22:30
Vallejo;ORANGE;TEARDROP;CA;10/7/2000 1:15;7/10/2000;1:15
Palm Desert;;TRIANGLE;CA;10/7/2000 2:45;7/10/2000;2:45
Clearwater;;LIGHT;FL;10/7/2000 22:00;7/10/2000;22:00
Katy;;DISK;TX;10/7/2000 22:00;7/10/2000;22:00
Oak Lawn;;CIRCLE;IL;10/7/2000 22:30;7/10/2000;22:30
Toledo to Marion;;LIGHT;OH;10/7/2000 23:30;7/10/2000;23:30
Silver Lake;;TRIANGLE;CA;10/8/2000 0:30;8/10/2000;0:30
Silver Lake;;TRIANGLE;CA;10/8/2000 1:00;8/10/2000;1:00
Longbeach;;TRIANGLE;NJ;10/8/2000 1:10;8/10/2000;1:10
Fairfield;RED;VARIOUS;IA;10/8/2000 2:00;8/10/2000;2:00
Bartlesville;;VARIOUS;OK;10/8/2000 5:45;8/10/2000;5:45
Pismo Beach;;TRIANGLE;CA;10/8/2000 9:00;8/10/2000;9:00
Hayward;;CIRCLE;CA;10/8/2000 14:00;8/10/2000;14:00
West Warwick;;FORMATION;RI;10/8/2000 16:00;8/10/2000;16:00
Tacoma;;OTHER;WA;10/8/2000 16:45;8/10/2000;16:45
Lisbon;;LIGHT;OH;10/8/2000 18:00;8/10/2000;18:00
Chemung;;OTHER;NY;10/8/2000 18:20;8/10/2000;18:20
Morganton;;DISK;NC;10/8/2000 20:00;8/10/2000;20:00
Glendale;;CIRCLE;AZ;10/8/2000 22:30;8/10/2000;22:30
Kimberly;;VARIOUS;AL;10/9/2000 9:00;9/10/2000;9:00
Border;;TEARDROP;WY;10/9/2000 18:45;9/10/2000;18:45
Bozeman;;LIGHT;MT;10/9/2000 21:00;9/10/2000;21:00
Minnetonka;;VARIOUS;MN;10/9/2000 23:35;9/10/2000;23:35
Perryville;ORANGE;OVAL;MO;10/10/2000 3:00;10/10/2000;3:00
Boynton Beach;;OTHER;FL;10/10/2000 6:15;10/10/2000;6:15
Jueanu;;TRIANGLE;WI;10/10/2000 16:00;10/10/2000;16:00
Valley Park area of St. Louis;;OVAL;MO;10/10/2000 20:20;10/10/2000;20:20
Brinktown;;LIGHT;MO;10/10/2000 20:30;10/10/2000;20:30
Florence;;LIGHT;KY;10/10/2000 21:30;10/10/2000;21:30
Seattle;;VARIOUS;WA;10/10/2000 21:30;10/10/2000;21:30
Port Orchard;;DIAMOND;WA;10/10/2000 22:00;10/10/2000;22:00
Watertown;;LIGHT;NY;10/11/2000 20:00;11/10/2000;20:00
Elverta;RED BLUE;LIGHT;CA;10/11/2000 22:00;11/10/2000;22:00
Whittier;;LIGHT;CA;10/11/2000 23:30;11/10/2000;23:30
Breckenridge;;OTHER;TX;10/12/2000 8:00;12/10/2000;8:00
Mountain City;;DISK;TN;10/12/2000 15:00;12/10/2000;15:00
New Haven;;DISK;WV;10/12/2000 17:40;12/10/2000;17:40
Belmont;;CIGAR;VT;10/12/2000 18:00;12/10/2000;18:00
Gilbert;;LIGHT;AZ;10/12/2000 18:45;12/10/2000;18:45
